Standard Number,Description,Found Title,Link,Download Link,Replacement Title,Replacement Download,Abstract,Is Sponsored
"NZS 4515:2003","Fire sprinkler systems for residential occupancies","NZS 4515:2003 Superseded","https://www.standards.govt.nz/shop/NZS-45152003","https://www.standards.govt.nz/product-download/download/447907/0?mediaTypeId=057f5b27-8c15-4211-adc7-6b456851b1e6&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Fire sprinkler systems for life safety in sleeping occupancies (up to 2000 square metres)","https://www.standards.govt.nz/product-download/download/447910/0?mediaTypeId=3044c95d-7551-4483-a35f-801af167a73e&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","This Standard applies to buildings used solely as a residence - including care institutions, hostels, boarding houses, apartment buildings, motels, retirement homes, rest homes, transitional houses and hospital ward areas. It recommends the use of residential sprinkler heads as benefits include rapid response and fire control.","true"
"NZS 4515:2009","Fire sprinkler systems for life safety in sleeping occupancies (up to 2000 square metres)","NZS 4515:2009 Current","https://www.standards.govt.nz/shop/NZS-45152009","https://www.standards.govt.nz/product-download/download/447910/0?mediaTypeId=3044c95d-7551-4483-a35f-801af167a73e&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","","","Applies to buildings used solely as a residence. NZS 4515 includes care institutions, hostels, boarding houses, apartment buildings, motels, retirement homes, rest homes, transitional houses, and hospital ward areas. The 2009 version of the Standard places a greater emphasis on the life safety characteristics of sprinkler systems, as opposed to their property protection characteristics. This Standard recommends the use of residential sprinkler heads as a number of important benefits are derived from their rapid response and fire control.","true"
"NZS 4517:2002","Fire sprinkler systems for houses","NZS 4517:2002 Superseded","https://www.standards.govt.nz/shop/NZS-45172002","https://www.standards.govt.nz/product-download/download/447925/0?mediaTypeId=176cb62e-1c79-4fb2-ab36-0eaed211c280&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Fire sprinkler systems for houses","https://www.standards.govt.nz/product-download/download/447931/0?mediaTypeId=9adebac0-d564-44ec-8230-691f231da65a&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","This Standard specifies minimum requirements for the design, material and installation of fire sprinkler systems for domestic occupancies, and advises on periodic testing and maintenance of these fire sprinkler systems. Reprinted to append Amendment 1:2003.","true"
"NZS 4517:2010","Fire sprinkler systems for houses","NZS 4517:2010 Current","https://www.standards.govt.nz/shop/NZS-45172010","https://www.standards.govt.nz/product-download/download/447931/0?mediaTypeId=9adebac0-d564-44ec-8230-691f231da65a&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","","","Specifies minimum requirements for the design, material, manufacture and installation of fire sprinklers systems for domestic occupancies. This revision updates the requirements set out in the 2002 edition by providing more clarification about its scope and consideration of fire formal interpretations that have been received since the last edition was published.","true"
"NZS 4520:2010","Fire-resistant doorsets","NZS 4520:2010 Current","https://www.standards.govt.nz/shop/NZS-45202010","https://www.standards.govt.nz/product-download/download/447946/0?mediaTypeId=4fa2f1ea-3a60-47a6-91f4-efe523cc5b8d&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","","","Specifies requirements for the testing, installation and maintenance of fire-resistant doorsets used to protect openings in walls and partitions, which are required to resist the passage of fire. NZS 4520 also applies to transom panels over doors, where the panels are contained within the door frame and form part of the doorset.","true"
"NZS 4602:1988","Low pressure copper thermal storage electric water heaters","NZS 4602:1988 Current","https://www.standards.govt.nz/shop/NZS-46021988","https://www.standards.govt.nz/product-download/download/465049/0?mediaTypeId=8138ccd7-c1a7-459c-bbd7-94883cc21b88&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","","","Applies to the design, materials, construction, thermal insulation and performance of thermostatically controlled heaters of 6.5 to 450 L capacity designed for pressures up to 120 kPa (12 mH2O), installed in a vertical position either open-vented to NZS 4603 or valve-vented to NZS 4607.","true"
"NZS 4603:1985","Installation of low pressure thermal storage electric water heaters with copper cylinders (open-vented systems)","NZS 4603:1985 Current","https://www.standards.govt.nz/shop/NZS-46031985","https://www.standards.govt.nz/product-download/download/465058/0?mediaTypeId=2a52f2a8-5f69-427f-8033-9ba5d1c9d065&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","","","Applies to the installation in the vertical position of thermal storage electric water heaters complying with NZS 4602 and designed to work on pressures not exceeding 120 kPa (12.0 m head). It is restricted to systems with open vents. Applies also to hot water reticulation systems, to dual systems, and to the use of wetbacks or similar water heaters which supply hot water to the cylinder, supplementing the heat derived from the electric element. Solar assisted systems are not covered.","true"
"NZS 4606.1:1989","Storage water heaters – General requirements","NZS 4606.1:1989 Current","https://www.standards.govt.nz/shop/NZS-4606-11989","https://www.standards.govt.nz/product-download/download/465076/0?mediaTypeId=af382ff9-c029-4d27-a0ec-a09f6a31f79f&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","","","Specifies general constructional and performance requirements for storage water heaters of 6.5 L to 630 L capacity other than those covered by NZS 4602. Also specifies the allowable heat loss, the provision of user-adjustable means of temperature control, and routine and type test schedules. Gas-fired water heaters are specified by reference to the AGA/ALPGA Codes. The Standard is based on Australian Standard AS 1056: Part 1.","true"
"NZS 4607:1989","Installation of thermal storage electric water heaters – Valve-vented systems","NZS 4607:1989 Current","https://www.standards.govt.nz/shop/NZS-46071989","https://www.standards.govt.nz/product-download/download/465106/0?mediaTypeId=a7080fca-a346-486e-a25b-22c4cec9b748&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","","","Applies to installation in domestic and light commercial establishments of thermal storage water heaters complying with NZS 4602 and NZS 4606 fitted with a pressure relief valve instead of an open vent. (For open vented systems see NZS 4603.) Referenced in BIA Approved Document G12.","true"
"NZS 4608:1992","Control valves for hot water systems","NZS 4608:1992 Current","https://www.standards.govt.nz/shop/NZS-46081992","https://www.standards.govt.nz/product-download/download/465109/0?mediaTypeId=e354d6a8-e8a6-438a-bc74-ec02e76056c6&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","","","Sets out the design, construction, performance and testing requirements of valves for pressure control, expansion control, pressure relief, vacuum relief, temperature relief and non-return functions. Applies to systems with static supply pressures up to 1600 kPa (163 mH2O) and working pressures up to 500 kPa (51 mH2O) with temperatures not normally exceeding 85 degrees C, installed to NZS 4603 and 4607. Referenced in BIA Approved Document G12.","true"
"NZS 4613:1986","Domestic solar water heaters","NZS 4613:1986 Current","https://www.standards.govt.nz/shop/NZS-46131986","https://www.standards.govt.nz/product-download/download/465142/0?mediaTypeId=16e8ec7b-d2c8-4539-8800-8317a2a1273f&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","","","Specifies solar collectors and ancillary equipment for systems with or without auxiliary heating. Annual performance of complete systems is estimated approximately using a 3 - 4 day test procedure or assessed reliably using a 30 day test.","true"
"NZS 4614:1986","Installation of domestic solar water heating systems","NZS 4614:1986 Current","https://www.standards.govt.nz/shop/NZS-46141986","https://www.standards.govt.nz/product-download/download/465151/0?mediaTypeId=63ec9790-f18f-492f-a3f1-0901b307eb84&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","","","Covers installation of systems of fixed orientation and inclination of up to 6 m2 collector area and 450 L storage capacity, capable of auxiliary heating and delivering potable water, but excluding space or pool heating.","true"
"NZS 4617:1989","Tempering (3-port mixing) valves","NZS 4617:1989 Current","https://www.standards.govt.nz/shop/NZS-46171989","https://www.standards.govt.nz/product-download/download/465169/0?mediaTypeId=9f0b1d4e-b874-44a5-8fda-f8534e92bc10&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","","","Covers requirements for tempering valves for storage hot water systems particularly in domestic situations where hot water poses a hazard. These valves are intended to prevent scalding in locations such as homes, schools, motels and residential premises, where ideally all hot water outlets should be sourced from a tempering valve. Provides for valves suitable for water inlet temperatures of up to 100 degrees C.","true"
"NZS 5262:2003","Gas appliance safety","NZS 5262:2003 Superseded","https://www.standards.govt.nz/shop/NZS-52622003","https://www.standards.govt.nz/product-download/download/466015/0?mediaTypeId=a262d85b-0c76-4aa9-821e-dc830c85ed0c&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Safety of gas appliances","","Sets out the essential safety requirements for all gas appliances intended for installation or use in New Zealand. It is not a design code and therefore it does not address matters of performance, appearance or durability except where they are relevant to safety. It covers all gas appliances and components supplied with them, that use, or are designed to use, gas, whether or not they also use, or are designed to use, any other form of energy.","true"
"NZS 5807:1980","Code of practice for industrial identification by colour, wording or other coding","NZS 5807:1980 Current","https://www.standards.govt.nz/shop/NZS-58071980","https://www.standards.govt.nz/product-download/download/466246/0?mediaTypeId=d8fab1f4-c574-475f-bff2-503c28a186b6&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","","","Defines safety colours, safety signs and other warning indications which will aid in prevention of accidents, indication of health hazards, and location and identification of first aid and fire-fighting equipment. Defines meaning and application of colours and other indications which are recommended for identification of pipes conveying fluids in liquid or gaseous conditions; and identification of conduit and ducting enclosing electric services. Makes provision for identification of contents of industrial gas cylinders. Approved electrical safety Standard.","true"
"NZS 6104:1981","Specification for emergency electricity supply in buildings","NZS 6104:1981 Current","https://www.standards.govt.nz/shop/NZS-61041981","https://www.standards.govt.nz/product-download/download/451738/0?mediaTypeId=aef89ef3-d9f9-4ac4-ad39-ede311815049&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","","","Specifies a means of providing an emergency electricity supply in a building served by conventional 230/400 V single-phase/three-phase reticulation. Applies to services where a short break can be readily tolerated. The electricity source specified is a generator driven by a diesel engine or a gas turbine. Sets out requirements for this generating plant and its accommodation: specifies the emergency loads to be supplied, and the wiring distribution within the building; and describes the actions necessary to commission and maintain the installation.","true"
"NZS 6214:1988","Thermostats and thermal cutouts for domestic thermal storage electric water heaters (alternating current only)","NZS 6214:1988 Current","https://www.standards.govt.nz/shop/NZS-62141988","https://www.standards.govt.nz/product-download/download/468313/0?mediaTypeId=1bd34e73-a108-49c6-8e10-d929ce0feb5b&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","","","Covers consumer adjustable thermostats (immersion and contact types) and non-self-resettable thermal cutouts either as separate or combined units. Specifies design and construction, dimensions, temperature settings, operational requirements, marking and performance, and testing.","true"
"NZS 6703:1984","Code of practice for interior lighting design","NZS 6703:1984 Superseded","https://www.standards.govt.nz/shop/NZS-67031984","https://www.standards.govt.nz/product-download/download/452782/0?mediaTypeId=f3c53055-88a1-4ba1-a307-49bafd984d62&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Interior and workplace lighting - Part 2.5: Hospital and medical tasks","","Deals with the design of interior lighting, primarily in workplaces, taking into account both natural and artificial lighting, and relates the lighting to energy use. The code also covers the maintenance of lighting systems and their measurement. The code is concerned primarily with workplaces, but can have application to many recreational and circulation spaces (but not where special effects are to be designed). Extensive tables for lighting level and glare index are included, along with detached calculation charts and procedures.","true"
"NZS 7601:1978","Specification for polyethylene pipe (Type 3\) for cold water services","NZS 7601:1978 Current","https://www.standards.govt.nz/shop/NZS-76011978","https://www.standards.govt.nz/product-download/download/453316/0?mediaTypeId=524d5203-561b-4cb2-b575-a642d2ac808a&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","","","Sets out the material, dimensions, properties, tests and marking requirements for black polyethylene pipe of Type 3 for use in cold water services, and in flush, overflow, warning and waste-pipe applications. The type designation refers to the maximum working stress of the material at 20 degrees C, in megapascals, when in pipe form.","true"
"NZS 7602:1977","Specification for polyethylene pipe (Type 5\) for cold water services","NZS 7602:1977 Current","https://www.standards.govt.nz/shop/NZS-76021977","https://www.standards.govt.nz/product-download/download/453319/0?mediaTypeId=f11b288f-a2d9-411c-9fc2-972de296b2e7&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","","","Sets out the material, dimensions, properties, tests and marking requirements for black polyethylene pipe of Type 5 for use in cold water services, and in flush, overflow, warning and waste-pipe applications. The type designation refers to the maximum working stress of the material at 20oC, in megapascals, when in pipe form.","true"
"NZS 7610:1991","Blue polyethylene pipes up to nominal size 63 for below ground use for potable water","NZS 7610:1991 Current","https://www.standards.govt.nz/shop/NZS-76101991","https://www.standards.govt.nz/product-download/download/453361/0?mediaTypeId=18a16253-82dd-40af-8194-f9fca309d728&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","","","Specifies requirements for small sizes of pipe in metric series diameters coloured blue for carrying potable water, especially underground or in ducts with other services. Suitable for water authority use in respect of requirements for protecting water quality. Identical to BS 6572:1985 with modifications for New Zealand.","true"
"NZS 7646:1978","Specification for polyethylene pipes and fittings for gas reticulation","NZS 7646:1978 Current","https://www.standards.govt.nz/shop/NZS-76461978","https://www.standards.govt.nz/product-download/download/453400/0?mediaTypeId=f3406956-c1d2-44da-b7fa-1c8e33bbb3d0&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","","","Specifies the material, dimensions, properties, tests, colour and marking requirements for polyethylene pipes and fusion fittings for use in gas mains and services. Provides for 5 classes of pipe having standard dimension ratios (SDR) of 11, 17, 21, 26 and 32 suitable for maximum pressures of 100 to 420 kPa.","true"
"NZS 8500:2006","Safety barriers and fences around swimming pools, spas and hot tubs","NZS 8500:2006 Current","https://www.standards.govt.nz/shop/NZS-85002006","https://www.standards.govt.nz/product-download/download/468634/0?mediaTypeId=363c521b-f60f-4f43-9012-a96b120a96ea&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","","","Barriers like fences restrict unsupervised access to residential pools and help reduce young children drowning. Options for the location of effective safety barriers that will restrict the access of young children to swimming pools are provided, and requirements for the design, construction and performance of fences, gates, retaining walls and door sets intended to form a barrier to restrict access of young children to swimming pools are specified. To use these methods to verify compliance with the New Zealand Building Code for residential pool barriers, they must be read along with Acceptable Solution F9/AS1.","true"
"SNZ HB 8630:2004","Tracks and outdoor visitor structures","SNZ HB 8630:2004 Current","https://www.standards.govt.nz/shop/SNZ-HB-86302004","https://www.standards.govt.nz/product-download/download/468718/0?mediaTypeId=28ccf387-8e7c-4599-9506-1efa56e78ad9&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","","","Provides specifications for those responsible for designing, constructing, maintaining, and/or managing tracks and outdoor visitor structures. Use of these specifications will ensure that tracks and outdoor visitor structures provide the right level of service to meet visitor recreation and safety needs, and will help protect the facilities and the environment from damage.","true"
"NZS 3101 Parts 1 and 2:1995","Concrete structures standard – The design of concrete structures","NZS 3101 PARTS 1 AND 2:1995 Superseded","https://www.standards.govt.nz/shop/NZS-3101-PARTS-1-AND-21995","https://www.standards.govt.nz/product-download/download/444553/0?mediaTypeId=57c3b748-3228-4ae5-820c-76897cb92e1e&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Concrete structures standard","https://www.standards.govt.nz/product-download/download/444565/0?mediaTypeId=38840734-686e-4bdd-9b41-67c72f9b6f33&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Part One specifies minimum requirements for the design of reinforced and prestressed concrete structures. Applicable only to structures and parts of structures complying with the materials and workmanship requirements of NZS 3109: 1987. Part Two explains the provisions of Part One and provides background information and references for some requirements. In certain cases it suggests design approaches which satisfy the intent of Part One. Comprises two separate publications: Part One: The design of concrete structures, and Part Two: Commentary on the design of concrete structures.","true"
"NZS 3101.1:1982","Concrete structures standard – Code of practice for the design of concrete structures","NZS 3101.1:1982 Superseded","https://www.standards.govt.nz/shop/NZS-3101-11982","https://www.standards.govt.nz/product-download/download/444580/0?mediaTypeId=6d44d1aa-ed6f-eb11-a812-000d3acba04f&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Concrete structures standard","https://www.standards.govt.nz/product-download/download/444565/0?mediaTypeId=38840734-686e-4bdd-9b41-67c72f9b6f33&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Specifies minimum requirements for the design of reinforced and prestressed concrete structures. Applicable only to structures and parts of structures complying with the materials and workmanship requirements of NZS 3109. Referenced in BIA Approved Document B1 as a means of compliance for the New Zealand Building Code.","true"
"NZS 3109:1980","Specification for concrete construction","NZS 3109:1980 Superseded","https://www.standards.govt.nz/shop/NZS-31091980","https://www.standards.govt.nz/product-download/download/444805/0?mediaTypeId=2cebfa9b-8386-4a78-8df3-e79ed289e60e&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Concrete construction","https://www.standards.govt.nz/product-download/download/444820/0?mediaTypeId=ec6bb7de-e221-4830-ad86-471cbbbdbc19&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","","true"
"NZS 3109:1987","Specification for concrete construction","NZS 3109:1987 Superseded","https://www.standards.govt.nz/shop/NZS-31091987","https://www.standards.govt.nz/product-download/download/444811/0?mediaTypeId=51f19498-f06f-eb11-a812-000d3acba04f&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Concrete construction","https://www.standards.govt.nz/product-download/download/444820/0?mediaTypeId=ec6bb7de-e221-4830-ad86-471cbbbdbc19&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Provides minimum requirements for the construction of reinforced concrete, unreinforced concrete, prestressed concrete or a combination, in elements of any building or civil engineering structure. Referenced in BIA Approved Documents B1 and D2.","true"
"NZS 3116:1991","Interlocking concrete block paving","NZS 3116:1991 Superseded","https://www.standards.govt.nz/shop/NZS-31161991","https://www.standards.govt.nz/product-download/download/459871/0?mediaTypeId=964c4088-02c9-4655-8496-8e96def6c05d&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Concrete segmental and flagstone paving","https://www.standards.govt.nz/product-download/download/459877/0?mediaTypeId=732d18a0-a1ab-4047-8d94-a5490417ee06&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Specifies manufacture, testing, acceptance and supply of interlocking concrete paving blocks of a minimum thickness of 60 mm. Also sets out requirements for design and construction of interlocking concrete block paving suitable for pedestrian use and for traffic use for vehicle speeds up to 50 km/h with respect to ride characteristics, noise level and skid resistance.","true"
"NZS 3602:1995","Timber and wood-based products for use in building","NZS 3602:1995 Superseded","https://www.standards.govt.nz/shop/NZS-36021995","https://www.standards.govt.nz/product-download/download/461878/0?mediaTypeId=4ed52d82-cd51-444d-8917-64935790756b&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Timber and wood-based products for use in building","https://www.standards.govt.nz/product-download/download/461884/0?mediaTypeId=81e01175-a266-4e06-8704-3526dd2a0a37&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","States how timber and wood-based products are to be specified for particular end uses in building to ensure that they give acceptable performance during the life of the building. Covers the materials themselves and also certain aspects of design and construction that are relevant to their performance and use for compliance with NZS 3604 and NZS 3631. Reprinted to append Amendment 1:1996.","true"
"NZS 3604:1978","Code of practice for light timber frame buildings not requiring specific design","NZS 3604:1978 Superseded","https://www.standards.govt.nz/shop/NZS-36041978","https://www.standards.govt.nz/product-download/download/461914/0?mediaTypeId=550d971f-1ad0-4236-a240-22ea7954115a&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Timber-framed buildings","https://www.standards.govt.nz/product-download/download/461950/0?mediaTypeId=4af995f7-f243-48a1-aec8-6016b05da360&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","This standard sets down construction requirements for light timer frame buildings not requiring specific design within the limitations specified by clause 1.1.2, and is approves as a means of compliance with the relevant requirements of NZS 1900.","true"
"NZS 3604:1981","Code of practice for light timber frame buildings not requiring specific design","NZS 3604:1981 Superseded","https://www.standards.govt.nz/shop/NZS-36041981","https://www.standards.govt.nz/product-download/download/461917/0?mediaTypeId=c67e1e75-b26c-41e9-a4fb-5e0cdc8a5234&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Timber-framed buildings","https://www.standards.govt.nz/product-download/download/461950/0?mediaTypeId=4af995f7-f243-48a1-aec8-6016b05da360&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","This standard sets down construction requirements for light timer frame buildings not requiring specific design within the limitations specified by clause 1.1.2, and is approves as a means of compliance with the relevant requirements of NZS 1900.","true"
"NZS 3604:1984","Code of practice for light timber frame buildings not requiring specific design","NZS 3604:1984 Superseded","https://www.standards.govt.nz/shop/NZS-36041984","https://www.standards.govt.nz/product-download/download/461920/0?mediaTypeId=e8447f24-71f4-4813-aec7-bf87fb5fc717&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Timber-framed buildings","https://www.standards.govt.nz/product-download/download/461950/0?mediaTypeId=4af995f7-f243-48a1-aec8-6016b05da360&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","This standard sets down construction requirements for light timer frame buildings not requiring specific design within the limitations specified by clause 1.1.2, and is approves as a means of compliance with the relevant requirements of NZS 1900.","true"
"NZS 3604:1990","Code of practice for light timber frame buildings not requiring specific design","NZS 3604:1990 Superseded","https://www.standards.govt.nz/shop/NZS-36041990","https://www.standards.govt.nz/product-download/download/461923/0?mediaTypeId=428904e5-6fdc-47db-8e98-5d0bd84d3183&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Timber-framed buildings","https://www.standards.govt.nz/product-download/download/461950/0?mediaTypeId=4af995f7-f243-48a1-aec8-6016b05da360&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Sets down construction requirements for light timber frame buildings not requiring specific design.Reprinted incorporating Corrigenda, Supplement and Amendment No. 1","true"
"NZS 3604:1999","Timber Framed Buildings","NZS 3604:1999 Superseded","https://www.standards.govt.nz/shop/NZS-36041999","https://www.standards.govt.nz/product-download/download/461935/0?mediaTypeId=f30d2789-03e1-4317-98cb-700f4686c4dd&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Timber-framed buildings","https://www.standards.govt.nz/product-download/download/461950/0?mediaTypeId=4af995f7-f243-48a1-aec8-6016b05da360&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Provides suitable methods and details for the design and construction of timber framed buildings up to three storeys high. This standard is intended to apply to domestic dwellings, most residential and some commercial and other buildings, without the need for specific engineering design. Supplied as hole-punched pages together with a ring binder. Reprinted to incorporate Amendment 1 and 2.","true"
"NZS 3605:1992","Specification for timber piles and poles for use in building","NOT FOUND","","","","","","false"
"NZMP 3640:1992","Specification of the minimum requirements of the NZ Timber Preservation Council Inc.","NZMP 3640:1992 Superseded","https://www.standards.govt.nz/shop/NZMP-36401992","https://www.standards.govt.nz/product-download/download/462154/0?mediaTypeId=f04beb54-1551-45ad-9eda-2623679d2037&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Chemical preservation of round and sawn timber","https://www.standards.govt.nz/product-download/download/462160/0?mediaTypeId=d2a7cc4a-db73-41b6-b57a-88afec7def23&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","New Zealand Timber Preservation Council performance specifications for the protection of timber from attack of insects, decay and marine borers. Provides guidance in the form and composition of preservative, the care of treated timber and recommendations as to use. Proof of compliance with the requirements of NZMP 3640 is deemed to satisfy the performance requirements of the New Zealand Building Code.","true"
"NZS 3902:1974","Agreement for small building contracts (including supply of land)","NZS 3902:1974 Superseded","https://www.standards.govt.nz/shop/NZS-39021974","https://www.standards.govt.nz/product-download/download/462823/0?mediaTypeId=1c3ecee0-7bf0-4b50-b3c5-30d5526ea069&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Housing, alterations and small buildings contract","https://www.standards.govt.nz/product-download/download/462826/0?mediaTypeId=f8084a79-83cb-4550-aef5-15eaf1ac6548&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Standards New Zealand is currently in the process of revising this Standard with the new version scheduled to be published late 2004. Provides a form of building contract agreement for small buildings suitable for owners who are making their own building arrangements. It is not intended for use where the owner employs an architect or other professional supervisor. NOTE: This Standard Agreement refers to out of date legislation that has been repealed or superseded. Current legislation such as the Construction Contracts Act 2002 is not referenced in this Standard. Purchasers must seek appropriate legal advice before using this Standard Agreement.","true"
"NZS 4203:1992 Volumes 1 & 2","General structural design and design loadings for buildings","NZS 4203:1992 Volumes 1 & 2 Superseded","https://www.standards.govt.nz/shop/NZS-42031992-VOLUMES-1-AND-2","https://www.standards.govt.nz/product-download/download/446848/0?mediaTypeId=5e1855af-0620-45ef-8677-d19296a738ac&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Structural design actions - Part 5: Earthquake actions - New Zealand","https://www.standards.govt.nz/product-download/download/473698/0?mediaTypeId=183fe16b-7078-eb11-a812-000d3ad1702d&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Sets out in limit state format requirements for general structural design and design loadings for buildings, including the supports for services entering and within buildings, parts of buildings and pedestrian bridges within building sites. Design loadings include those from dead and live loads, earthquake forces, wind forces, snow loads, rainwater ponding loads, ice loads, soil loads and ground water loads. Approved electrical safety Standard. Reprinted to append Corrigendum 1:1994.","true"
"NZS 4210:1989","Code of practice for masonry construction – Materials and workmanship","NZS 4210:1989 Superseded","https://www.standards.govt.nz/shop/NZS-42101989","https://www.standards.govt.nz/product-download/download/446893/0?mediaTypeId=7d0d551b-7e74-48dc-b37c-bd1c9063de77&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Masonry construction: Materials and workmanship","https://www.standards.govt.nz/product-download/download/446902/0?mediaTypeId=617010ba-37bf-4a7c-b30f-07534ec9efdc&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Sets out requirements for materials and workmanship to be used in the erection of masonry buildings. Cited as a means of compliance with the relevant requirements of NZS 1900, Chapter 9. Consists of 3 parts: (1) General; (2) Masonry construction; and (3) Wall tie performance requirements.","true"
"NZS 4211:1985","Specification for performance of windows","NZS 4211:1985 Superseded","https://www.standards.govt.nz/shop/NZS-42111985","https://www.standards.govt.nz/product-download/download/446911/0?mediaTypeId=0e22af41-be98-4d7a-a44e-478813fdccba&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Classification for the performance of windows","https://www.standards.govt.nz/product-download/download/503810/0?mediaTypeId=9a995a6a-192f-ed11-9db1-000d3a6ad6e6&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","States the requirements for the performance of windows to be installed in exterior walls. The properties covered are strength, stiffness, dimensional accuracy, operating facility, air leakage and water leakage. Reprinted to append Amendments 1, 2 & 3.","true"
"NZS 4211:2008","Specification for performance of windows","NZS 4211:2008 Superseded","https://www.standards.govt.nz/shop/NZS-42112008","https://www.standards.govt.nz/product-download/download/446923/0?mediaTypeId=58eba631-986e-4140-a20c-c34d793f4c89&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Classification for the performance of windows","https://www.standards.govt.nz/product-download/download/503810/0?mediaTypeId=9a995a6a-192f-ed11-9db1-000d3a6ad6e6&formatId=1bd170ba-2514-eb11-a812-000d3a6aa268&intlStandard=","Specifies requirements for the performance of windows to be installed in exterior walls within the wind pressure limitations of the wind zones defined in table 5 and table 6. The properties covered are strength, stiffness, operating facility, air infiltration, and water penetration. This Standard specifically excludes skylights or roof windows, interior windows, fixed louvres, the weathertightness of the window perimeter in the external wall or facade, the fire rating, building facades, and durability.NZS 4211:2008","true"
